opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id
OPP-2025113,Polare,ACC-1109,SMB,Prospecting,6731.66,2024-08-31,mariana@raptorsoft.com,Commit,2024-04-23,74,HS-90771
OPP-2025114,Rush Flow,ACC-1110,Mid-Market,Negotiation,136031.29,2024-11-14,joao@raptorsoft.com,Omit,2024-04-01,8,
OPP-2025115,Acme,ACC-1100,SMB,Discovery,28953.43,2024-11-09,carlos@raptorsoft.com,Commit,2024-06-29,46,
OPP-2025116,Acme Corp,ACC-1100,SMB,Discovery,33325.32,2024-10-07,carlos@raptorsoft.com,Omit,2024-09-30,20,
OPP-2025117,rushflow,ACC-1110,Mid-Market,Prospecting,54205.98,2023-08-27,joao@raptorsoft.com,Commit,2024-04-29,-1,
OPP-2025118,POLARIS,ACC-1118,SMB,Negotiation,7126.71,2024-11-05,joao@raptorsoft.com,commit,2024-02-03,86,
OPP-2025119,ZENTRA,ACC-1112,Mid-Market,Qualification,48342.79,2024-12-29,joao@raptorsoft.com,Pipeline,2024-11-10,46,
OPP-2025120,RushFlow,ACC-1110,Enterprise,Proposal,370732.23,2024-10-21,joao@raptorsoft.com,omit,2024-05-25,79,HS-90045
OPP-2025121,bluepath,ACC-1119,SMB,Discovery,26368.35,2023-04-09,mariana@raptorsoft.com,Omit,2023-11-21,56,HS-90116
OPP-2025122,Beta Solutions Ltda,ACC-1101,Enterprise,Closed Won,308792.89,2024-09-09,carlos@raptorsoft.com,Omit,2024-03-30,54,
OPP-2025123,Zentra,ACC-1112,Mid-Market,Closed Won,85109.59,2024-11-29,mariana@raptorsoft.com,pipeline,2024-07-20,108,HS-90542
OPP-2025124,Tap Flow,ACC-1115,SMB,Qualification,10133.85,2025-01-02,ana.lima@raptorsoft.com,Pipeline,2024-11-24,59,HS-90121
OPP-2025125,rushflow,ACC-1110,Mid-Market,Qualification,98785.06,2024-12-27,pedro@raptorsoft.com,Commit,2023-12-03,58,HS-90477
OPP-2025126,Mind Box,ACC-1111,Mid-Market,Closed Won,67675.22,2025-01-29,ana.lima@raptorsoft.com,Pipeline,2023-09-11,9,
OPP-2025127,mindbox,ACC-1111,SMB,Qualification,24247.48,2024-09-24,mariana@raptorsoft.com,Best Case,2024-08-03,20,
OPP-2025128,ZENTRA,ACC-1112,Mid-Market,Closed Won,95661.84,2025-01-31,joao@raptorsoft.com,Omit,2023-07-29,18,
OPP-2025129,SKYOPS,ACC-1108,Mid-Market,Prop,56333.53,2024-01-01,pedro@raptorsoft.com,Best Case,2023-08-07,109,HS-90465
OPP-2025130,Orbit Digital,ACC-1104,SMB,Proposal,22886.14,2024-10-30,,Best Case,2024-09-03,63,HS-90673
OPP-2025131,Orbit,,SMB,Closed_Lost,31867.11,2024-11-24,ana.lima@raptorsoft.com,Omit,2024-06-13,91,HS-90376
OPP-2025132,rushflow,ACC-1110,SMB,Prop,38284.08,2025-01-08,ana.lima@raptorsoft.com,Commit,2023-09-17,57,HS-90795
OPP-2025133,Beta Solutions Ltda,ACC-1101,SMB,Closed Lost,20624.3,2024-12-07,pedro@raptorsoft.com,Commit,2024-09-21,53,HS-90025
OPP-2025134,Blue Path,ACC-1119,Mid-Market,Closed Won,127728.42,2024-10-10,mariana@raptorsoft.com,Omit,2024-09-06,27,
OPP-2025135,CoreLogic,ACC-1114,SMB,Closed Won,8656.12,2024-11-25,carlos@raptorsoft.com,Pipeline,2023-11-28,85,
OPP-2025136,Data Prime,ACC-1106,SMB,Prospecting,26939.01,2024-04-22,mariana@raptorsoft.com,Best Case,2024-07-16,91,HS-90353
OPP-2025137,mindbox,ACC-1111,Mid-Market,Closed Won,140801.83,2024-05-06,ana.lima@raptorsoft.com,Pipeline,2023-09-23,86,HS-90661
OPP-2025138,Fluxo Sistemas Ltda,ACC-1105,Enterprise,Closed Lost,254641.59,2024-12-17,mariana@raptorsoft.com,Best Case,2024-02-19,95,HS-90128
OPP-2025139,Fluxo Sistemas,ACC-1105,Mid-Market,Qualification,48187.52,2024-03-19,ana.lima@raptorsoft.com,Omit,2024-03-04,115,HS-90126
OPP-2025140,CONNECTWAVE,ACC-1107,SMB,DISCOVERY,31131.19,2023-05-12,ana.lima@raptorsoft.com,Best Case,2024-09-18,76,HS-90213
OPP-2025141,Blue Path,ACC-1119,Mid-Market,Proposal,41254.48,2023-11-08,joao@raptorsoft.com,Commit,2024-09-04,4,
OPP-2025142,DATAPRIME,ACC-1106,SMB,Proposal,9903.94,2024-10-10,joao@raptorsoft.com,Best Case,2024-07-04,101,
OPP-2025143,mindbox,ACC-1111,SMB,Proposal,18147.02,2023-11-28,carlos@raptorsoft.com,Pipeline,2024-01-04,94,HS-90277
OPP-2025144,polaris,ACC-1118,SMB,Proposal,23670.58,2024-10-12,carlos@raptorsoft.com,Pipeline,2024-08-12,94,
OPP-2025145,Innova,ACC-1116,SMB,Prospecting,32358.37,2024-03-14,joao@raptorsoft.com,Best Case,2023-10-04,75,HS-90666
OPP-2025146,Beta Solutions Ltda,ACC-1101,SMB,prospecting,30308.03,2024-09-07,carlos@raptorsoft.com,pipeline,2024-07-17,62,HS-90015
OPP-2025147,RUSHFLOW,ACC-1110,Mid-Market,Prospecting,92940.66,2024-10-31,pedro@raptorsoft.com,Pipeline,2023-10-08,1,
OPP-2025148,POLARIS,ACC-1118,Mid-Market,Discovery,31468.49,2024-07-29,carlos@raptorsoft.com,Omit,2024-07-16,3,
OPP-2025149,FLUXO SISTEMAS,ACC-1105,SMB,Proposal,8608.39,2024-02-16,ana.lima@raptorsoft.com,Omit,2024-08-17,67,
OPP-2025150,Blue Path,ACC-1119,SMB,Qualification,6651.7,2024-10-15,joao@raptorsoft.com,Pipeline,2023-11-11,33,
OPP-2025151,Zentra,ACC-1112,SMB,Prospecting,10541.34,2024-11-04,ana.lima@raptorsoft.com,commit,2024-07-22,39,HS-90438
OPP-2025152,Vertice Tech,ACC-1103,Mid-Market,Proposal,36541.05,2024-11-15,mariana@raptorsoft.com,Omit,2024-09-13,111,HS-90563
OPP-2025153,CONNECTWAVE,ACC-1107,Mid-Market,Discovery,70153.0,2024-09-16,joao@raptorsoft.com,Commit,2024-02-23,98,HS-90252
OPP-2025154,RushFlow,ACC-1110,Mid-Market,Proposal,123930.75,2025-01-25,mariana@raptorsoft.com,Best Case,2024-08-30,35,HS-90325
OPP-2025155,DATAPRIME,ACC-1106,Mid-Market,Qualification,99190.41,2024-09-29,pedro@raptorsoft.com,Omit,2024-08-21,14,HS-90468
OPP-2025156,AMPLIA SOLUCOES,ACC-1113,SMB,Closed Won,37592.71,2024-08-15,,Omit,2024-01-18,101,HS-90579
OPP-2025157,Zentra,ACC-1112,Mid-Market,Closed_Lost,143560.87,2024-10-22,,Best Case,2023-09-18,3,
OPP-2025158,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,127742.19,2023-07-24,carlos@raptorsoft.com,Best Case,2023-07-05,16,HS-90407
OPP-2025159,mindbox,ACC-1111,SMB,Proposal,27485.55,2024-11-06,mariana@raptorsoft.com,Commit,2024-09-25,105,HS-90766
OPP-2025160,Grid Soft,ACC-1117,Mid-Market,Prospecting,61471.74,2024-06-28,mariana@raptorsoft.com,Omit,2024-05-03,73,
OPP-2025161,Amplia Soluções,ACC-1113,Mid-Market,Discovery,42585.51,2024-02-15,carlos@raptorsoft.com,Best Case,2024-02-09,5,
OPP-2025162,Fluxo Sistemas Ltda,,Mid-Market,Closed Lost,144839.7,2024-11-13,joao@raptorsoft.com,pipeline,2024-09-02,64,HS-90257
OPP-2025163,Beta Solutions Ltda,ACC-1101,SMB,Negotiation,25661.02,2024-09-21,joao@raptorsoft.com,Best Case,2024-04-15,72,
OPP-2025164,RUSHFLOW,,SMB,Negotiation,13625.67,2024-01-23,carlos@raptorsoft.com,Commit,2023-09-13,8,HS-90062
OPP-2025165,MINDBOX,ACC-1111,Mid-Market,Closed Lost,54649.07,2024-12-20,joao@raptorsoft.com,Pipeline,2024-11-09,15,HS-90100
OPP-2025166,dataprime,ACC-1106,Enterprise,Qualification,164628.79,2023-10-15,carlos@raptorsoft.com,omit,2023-07-17,117,
OPP-2025167,SkyOps,ACC-1108,Enterprise,Proposal,128699.04,2024-05-26,joao@raptorsoft.com,Commit,2024-07-12,49,
OPP-2025168,Vértice Tech,ACC-1103,SMB,Prospecting,7884.04,2024-11-04,mariana@raptorsoft.com,Best Case,2023-08-19,105,HS-90179
OPP-2025169,polare,ACC-1109,SMB,Prospecting,17714.95,2024-05-10,carlos@raptorsoft.com,Commit,2023-09-15,78,
OPP-2025170,Beta Solutions,ACC-1101,SMB,Proposal,37867.8,2024-10-20,ana.lima@raptorsoft.com,Best Case,2024-06-13,93,HS-90136
OPP-2025171,connectwave,,SMB,Proposal,21674.38,2023-08-16,mariana@raptorsoft.com,Pipeline,2024-03-22,54,HS-90717
OPP-2025172,Tap Flow,ACC-1115,SMB,Prospecting,39316.29,2024-04-09,pedro@raptorsoft.com,Pipeline,2023-07-06,61,
OPP-2025173,GRIDSOFT,,Mid-Market,Qualification,-50998.71,2024-04-11,carlos@raptorsoft.com,Best Case,2023-11-21,76,
OPP-2025174,tapflow,ACC-1115,SMB,Qualification,32361.44,2023-11-11,ana.lima@raptorsoft.com,omit,2023-10-27,83,HS-90007
OPP-2025175,SKYOPS,ACC-1108,SMB,Proposal,-6432.72,2023-03-16,joao@raptorsoft.com,Pipeline,2024-07-03,117,HS-90079
OPP-2025176,GridSoft,ACC-1117,SMB,Closed Won,21433.58,2024-08-22,joao@raptorsoft.com,best case,2023-10-06,97,HS-90025
OPP-2025177,Orbit Digital,ACC-1104,Mid-Market,Closed Won,109278.4,2024-03-03,mariana@raptorsoft.com,Best Case,2023-10-27,2,HS-90352
OPP-2025178,Tap Flow,ACC-1115,Mid-Market,Closed Won,63390.88,2024-12-09,joao@raptorsoft.com,Omit,2024-05-09,46,HS-90556
OPP-2025179,Connect Wave,ACC-1107,Mid-Market,Discovery,84281.65,2023-11-22,joao@raptorsoft.com,Best Case,2024-08-01,54,
OPP-2025180,ConnectWave,ACC-1107,Mid-Market,Qualification,103653.67,2024-09-11,mariana@raptorsoft.com,Omit,2024-04-13,24,
OPP-2025181,corelogic,ACC-1114,Enterprise,Qualification,132006.6,2023-12-05,mariana@raptorsoft.com,Commit,2023-12-26,42,HS-90598
OPP-2025182,CONNECTWAVE,ACC-1107,Enterprise,Prospecting,195664.73,2024-09-16,carlos@raptorsoft.com,Commit,2024-07-22,120,HS-90550
OPP-2025183,Nexus Group,ACC-1102,SMB,Closed_Lost,9893.75,2023-11-17,ana.lima@raptorsoft.com,Pipeline,2023-08-17,107,HS-90475
OPP-2025184,tapflow,ACC-1115,Enterprise,Closed Won,341649.44,2025-01-31,carlos@raptorsoft.com,Best Case,2024-07-02,28,
OPP-2025185,RUSHFLOW,,Enterprise,Prospecting,334015.46,2024-08-31,ana.lima@raptorsoft.com,Best Case,2024-07-01,63,
OPP-2025186,corelogic,ACC-1114,Mid-Market,Prospecting,70861.44,2024-01-13,,Commit,2024-09-13,58,HS-90292
OPP-2025187,dataprime,,Mid-Market,Qualification,76208.49,2024-11-07,carlos@raptorsoft.com,Commit,2024-02-08,37,
OPP-2025188,Fluxo,,Mid-Market,Closed Won,140399.6,2024-08-23,carlos@raptorsoft.com,Omit,2024-01-17,61,HS-90027
OPP-2025189,Vértice Tech,ACC-1103,SMB,Proposal,19237.28,2024-06-26,pedro@raptorsoft.com,Pipeline,2024-05-24,750,
OPP-2025190,Vértice Tech,ACC-1103,Mid-Market,Negotiation,75426.1,2024-12-11,mariana@raptorsoft.com,Omit,2024-06-29,37,
OPP-2025191,POLARIS,ACC-1118,SMB,Closed Lost,24942.92,2024-08-10,carlos@raptorsoft.com,Pipeline,2024-06-09,77,HS-90389
OPP-2025192,nexus,ACC-1102,Mid-Market,Prospecting,126173.68,2024-04-26,pedro@raptorsoft.com,Commit,2024-03-21,13,HS-90031
OPP-2025193,Innova,ACC-1116,SMB,Proposal,20087.89,2023-05-28,carlos@raptorsoft.com,commit,2024-09-11,29,HS-90374
OPP-2025194,Data Prime,ACC-1106,Mid-Market,Proposal,65220.62,2025-01-04,joao@raptorsoft.com,Commit,2024-10-23,81,
OPP-2025195,mindbox,ACC-1111,SMB,Closed_Lost,28525.87,2025-01-16,carlos@raptorsoft.com,best case,2024-06-06,79,HS-90275
OPP-2025196,Beta Solutions Ltda,ACC-1101,Mid-Market,Proposal,138124.12,2024-09-30,joao@raptorsoft.com,Omit,2024-05-04,45,
OPP-2025197,GRIDSOFT,ACC-1117,SMB,qualification,27740.55,2024-01-17,ana.lima@raptorsoft.com,Best Case,2023-08-23,119,HS-90734
OPP-2025198,POLARE,,Mid-Market,Prospecting,56365.16,2025-01-31,joao@raptorsoft.com,Omit,2024-09-28,18,HS-90050
OPP-2025199,CoreLogic,ACC-1114,Mid-Market,Discovery,122788.18,2024-12-24,,Omit,2024-11-27,102,HS-90510
