telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-05207,polare.com.br,2024-11-09,39,286,0.215,408,1273,4,Growth,CUST-0409
TEL-05208,bluepath.com.br,2024-04-13,20,69,0.528,334,,17,Growth,CUST-0419
TEL-05209,polaris.com.br,2024-02-17,30,263,0.509,180,236,13,Enterprise,CUST-0418
TEL-05210,orbitdigital.com.br,2025-01-11,0,0,0.304,25,520,1,Starter,
TEL-05211,connectwave.com.br,2024-02-24,58,262,1.028,259,1655,17,Growth Plan,CUST-0407
TEL-05212,ampliasolucoes.com.br,2024-11-30,28,173,0.615,315,7,11,Enterprise,CUST-0413
TEL-05213,gruponexus.com.br,2024-03-02,17,104,1.114,510,585,9,BUSINESS,
TEL-05214,polare.com.br,2024-11-30,35,246,0.884,148,236,4,Starter,CUST-0409
TEL-05215,zentra.com.br,2024-11-02,58,386,0.792,521,1556,8,Business,CUST-0412
TEL-05216,dataprime.com.br,2024-03-02,33,231,0.126,51,692,2,Growth,CUST-0406
TEL-05217,innova.com.br,2024-04-27,20,115,0.738,590,122,18,BUSINESS,
TEL-05218,polare.com.br,2025-01-25,55,518,0.577,513,79,25,Enterprise,
TEL-05219,betasolutions.com.br,2024-10-26,39,373,0.307,327,308,11,Business,
TEL-05220,ampliasolucoes.com.br,2024-11-23,37,222,0.78,297,829,0,Business,CUST-0413
TEL-05221,gruponexus.com.br,2024-05-11,33,130,0.814,501,513,19,Growth,CUST-0402
TEL-05222,innova.com.br,2024-06-15,53,433,0.193,40,1104,12,Growth,CUST-0416
TEL-05223,rushflow.com.br,2024-11-02,45,253,0.958,80,1702,30,Business,CUST-0410
TEL-05224,corelogic.com.br,2024-09-21,27,170,0.481,296,1565,28,Growth Plan,
TEL-05225,fluxosistemas.com.br,2024-05-25,2,17,0.265,504,1173,4,Starter,
TEL-05226,bluepath.com.br,2024-01-20,20,152,0.24,702,2963,29,Business,
TEL-05227,orbitdigital.com.br,2024-04-13,43,287,0.717,108,1815,-3,Starter,CUST-0404
TEL-05228,orbitdigital.com.br,2024-11-09,48,203,0.737,526,1081,8,enterprise plan,CUST-0404
TEL-05229,verticetech.com.br,2024-01-13,34,175,0.373,109,1876,9,Starter,CUST-0403
TEL-05230,verticetech.com.br,2024-09-07,9,89,0.157,390,1679,9,Business,
TEL-05231,fluxosistemas.com.br,2024-09-14,7,40,0.13,43,1878,18,growth,CUST-0405
TEL-05232,connectwave.com.br,2024-10-05,57,404,0.702,209,237,27,enterprise plan,CUST-0407
TEL-05233,tapflow.com.br,2024-09-21,56,181,0.114,589,292,7,Starter,CUST-0415
TEL-05234,innova.com.br,2024-10-19,33,322,0.69,48,,29,Growth,CUST-0416
TEL-05235,tapflow.com.br,2024-06-15,5,26,0.286,52,1191,3,Growth,
TEL-05236,tapflow.com.br,2024-11-02,36,199,0.771,440,1064,10,Growth,CUST-0415
TEL-05237,polaris.com.br,2024-12-14,42,320,0.814,585,1174,19,Business,CUST-0418
TEL-05238,ampliasolucoes.com.br,2024-11-16,53,226,0.53,285,,11,Business,
TEL-05239,connectwave.com.br,2024-08-31,37,250,0.275,25,119,27,Enterprise,CUST-0407
TEL-05240,zentra.com.br,2024-04-20,25,185,0.186,278,1206,15,Business,
TEL-05241,gruponexus.com.br,2024-08-10,14,155,0.809,409,2823,25,Business,CUST-0402
TEL-05242,corelogic.com.br,2024-07-20,11,103,0.776,62,,13,enterprise plan,CUST-0414
TEL-05243,connectwave.com.br,2024-09-21,11,68,0.963,372,1205,16,GROWTH,
TEL-05244,gruponexus.com.br,2024-09-21,24,123,1.257,463,1068,13,Growth,CUST-0402
TEL-05245,polare.com.br,2024-05-18,16,70,0.59,50,1547,21,Enterprise,CUST-0409
TEL-05246,zentra.com.br,2024-08-10,15,57,0.993,119,132,26,Business,
TEL-05247,polaris.com.br,2024-02-24,22,214,0.83,298,1415,8,Starter,CUST-0418
TEL-05248,ampliasolucoes.com.br,2024-09-21,30,152,0.872,322,1785,11,Growth,CUST-0413
TEL-05249,tapflow.com.br,2024-08-31,49,211,0.892,206,74,8,Starter,CUST-0415
TEL-05250,dataprime.com.br,2024-02-10,55,192,0.359,48,676,4,Growth,CUST-0406
TEL-05251,zentra.com.br,2024-06-29,18,174,0.476,477,746,14,Starter,
TEL-05252,skyops.com.br,2024-10-12,16,107,0.354,259,488,12,Growth,
TEL-05253,polaris.com.br,2024-12-14,33,150,0.406,5,96,25,GROWTH,CUST-0418
TEL-05254,polare.com.br,2024-09-07,50,496,0.761,515,1118,17,BUSINESS,
TEL-05255,gridsoft.com.br,2024-06-01,33,247,0.259,36,1972,21,GROWTH,CUST-0417
TEL-05256,polare.com.br,2025-01-25,45,173,0.311,211,,2,enterprise plan,CUST-0409
TEL-05257,fluxosistemas.com.br,2024-07-13,29,176,0.614,122,1913,19,Enterprise,
TEL-05258,polaris.com.br,2024-09-21,6,22,0.114,58,,23,Enterprise,CUST-0418
TEL-05259,gruponexus.com.br,2024-05-11,24,152,0.459,589,878,16,Business,
TEL-05260,polaris.com.br,2024-08-24,38,339,0.884,164,425,17,growth,
TEL-05261,ampliasolucoes.com.br,2024-06-08,34,238,0.542,495,1867,13,Enterprise,CUST-0413
TEL-05262,zentra.com.br,2024-02-10,49,469,0.379,44,23,17,Starter,
TEL-05263,rushflow.com.br,2024-02-24,27,211,0.561,162,1726,23,Growth,CUST-0410
TEL-05264,gruponexus.com.br,2024-10-19,33,273,0.406,608,1882,20,BUSINESS,CUST-0402
TEL-05265,gridsoft.com.br,2024-10-19,33,200,0.358,152,1370,8,enterprise plan,CUST-0417
TEL-05266,corelogic.com.br,2024-07-06,19,85,0.977,446,26,9,Growth,
TEL-05267,gridsoft.com.br,2024-06-29,18,151,0.918,61,1445,18,Business,CUST-0417
TEL-05268,orbitdigital.com.br,2024-08-10,39,243,0.7,78,1491,13,Starter,CUST-0404
TEL-05269,acmecorp.com.br,2024-01-20,17,149,0.341,577,1774,28,growth,
TEL-05270,fluxosistemas.com.br,2024-02-17,51,212,0.478,208,1465,28,Starter,
TEL-05271,dataprime.com.br,2024-08-31,30,196,0.556,33,277,19,growth,
TEL-05272,polaris.com.br,2024-06-29,27,152,0.137,97,620,22,Enterprise,CUST-0418
TEL-05273,acmecorp.com.br,2024-10-26,31,166,0.716,32,,9,Enterprise,CUST-0400
TEL-05274,bluepath.com.br,2024-01-20,60,517,0.752,354,1196,8,GROWTH,CUST-0419
TEL-05275,acmecorp.com.br,2025-01-25,39,192,0.15,368,1098,21,Starter,CUST-0400
TEL-05276,tapflow.com.br,2024-12-14,17,114,0.482,153,166,12,Business,CUST-0415
TEL-05277,bluepath.com.br,2024-09-14,39,181,0.318,385,107,9,Growth Plan,CUST-0419
TEL-05278,mindbox.com.br,2024-09-14,30,91,0.715,21,497,7,Growth,CUST-0411
TEL-05279,polaris.com.br,2024-08-17,18,63,0.717,415,613,29,Business,
TEL-05280,ampliasolucoes.com.br,2024-04-20,0,0,0.11,120,1479,29,BUSINESS,CUST-0413
TEL-05281,fluxosistemas.com.br,2024-07-13,16,53,0.153,441,1513,5,Growth,CUST-0405
TEL-05282,connectwave.com.br,2024-05-18,40,218,1.15,149,1517,11,Growth,
TEL-05283,mindbox.com.br,2024-05-18,27,147,0.151,383,273,23,Starter,
TEL-05284,bluepath.com.br,2024-03-30,47,168,0.233,108,1768,-1,Starter,CUST-0419
TEL-05285,connectwave.com.br,2024-05-25,59,383,0.701,576,1189,15,Growth,
TEL-05286,polaris.com.br,2024-09-14,35,252,1.014,561,1293,17,Growth Plan,CUST-0418
TEL-05287,betasolutions.com.br,2024-08-31,57,550,0.433,52,94,5,Growth,CUST-0401
TEL-05288,innova.com.br,2024-05-11,58,396,0.483,406,1361,3,Starter,
TEL-05289,dataprime.com.br,2024-08-17,12,82,0.288,454,,18,enterprise plan,CUST-0406
TEL-05290,tapflow.com.br,2024-05-11,23,179,0.135,236,688,29,BUSINESS,CUST-0415
TEL-05291,corelogic.com.br,2024-12-14,32,288,0.436,523,1322,24,Enterprise,CUST-0414
TEL-05292,orbitdigital.com.br,2024-04-06,55,213,0.234,177,1744,13,Growth,CUST-0404
TEL-05293,orbitdigital.com.br,2024-06-15,53,460,0.346,537,749,10,growth,CUST-0404
TEL-05294,zentra.com.br,2024-11-09,23,87,0.302,220,1186,28,starter,CUST-0412
TEL-05295,acmecorp.com.br,2025-01-04,3,13,0.467,114,723,20,Starter,CUST-0400
TEL-05296,orbitdigital.com.br,2024-05-18,53,509,0.223,310,1825,5,enterprise plan,
TEL-05297,bluepath.com.br,2024-04-13,67,698,0.408,686,2623,14,Growth Plan,
TEL-05298,betasolutions.com.br,2024-01-27,4,14,0.574,42,1893,23,Enterprise,
TEL-05299,ampliasolucoes.com.br,2024-04-27,47,295,0.303,510,686,8,Starter,CUST-0413
TEL-05300,fluxosistemas.com.br,2024-03-02,7,60,1.086,509,,12,Growth,CUST-0405
TEL-05301,gridsoft.com.br,2024-07-20,51,505,0.93,118,1296,10,GROWTH,CUST-0417
TEL-05302,innova.com.br,2024-09-21,40,341,0.284,528,1997,20,Business,
TEL-05303,gridsoft.com.br,2024-07-20,35,297,0.651,34,288,26,Enterprise,
TEL-05304,orbitdigital.com.br,2024-03-30,49,261,0.36,438,1647,27,Growth,
TEL-05305,orbitdigital.com.br,2024-09-07,5,25,0.298,260,,13,starter,
TEL-05306,acmecorp.com.br,2024-03-30,74,470,0.657,664,1765,-3,Starter,CUST-0400
TEL-05307,skyops.com.br,2024-06-01,54,449,0.374,255,1432,11,Growth,
TEL-05308,orbitdigital.com.br,2024-10-19,32,151,0.227,198,39,0,Enterprise,
TEL-05309,fluxosistemas.com.br,2024-08-17,16,149,0.34,408,,27,Growth Plan,CUST-0405
TEL-05310,betasolutions.com.br,2024-11-30,33,177,0.438,64,1441,2,Growth,CUST-0401
TEL-05311,fluxosistemas.com.br,2025-01-11,57,290,0.531,366,1196,8,Business,CUST-0405
TEL-05312,acmecorp.com.br,2024-08-24,53,375,0.225,246,1350,9,GROWTH,CUST-0400
TEL-05313,bluepath.com.br,2025-01-25,45,168,0.93,301,1404,18,Business,
TEL-05314,orbitdigital.com.br,2024-02-24,55,460,0.775,207,1464,15,Enterprise,CUST-0404
TEL-05315,verticetech.com.br,2024-11-09,30,293,0.767,401,,30,Growth Plan,CUST-0403
TEL-05316,tapflow.com.br,2024-01-06,13,137,0.455,255,2313,18,enterprise plan,CUST-0415
TEL-05317,skyops.com.br,2024-05-11,42,171,0.717,173,1017,3,Business,
TEL-05318,connectwave.com.br,2025-01-04,21,201,0.367,168,603,1,Growth,CUST-0407
TEL-05319,polare.com.br,2024-06-29,44,161,0.181,54,,28,Enterprise,CUST-0409
TEL-05320,bluepath.com.br,2025-01-11,18,143,0.56,288,1267,19,starter,
TEL-05321,dataprime.com.br,2024-03-16,34,275,0.489,644,1153,2,Growth Plan,CUST-0406
TEL-05322,fluxosistemas.com.br,2024-10-05,12,81,0.445,594,1933,12,Growth,
TEL-05323,orbitdigital.com.br,2024-01-27,2,14,1.135,44,1673,8,Enterprise,CUST-0404
TEL-05324,betasolutions.com.br,2024-07-06,10,39,0.771,174,1505,13,BUSINESS,CUST-0401
TEL-05325,skyops.com.br,2024-07-13,43,166,0.539,88,1442,27,GROWTH,
TEL-05326,zentra.com.br,2024-08-31,25,183,0.452,442,235,8,enterprise plan,CUST-0412
TEL-05327,verticetech.com.br,2024-11-02,48,256,0.857,562,529,0,Starter,CUST-0403
TEL-05328,gruponexus.com.br,2024-06-01,51,358,0.523,569,955,4,Growth,CUST-0402
TEL-05329,connectwave.com.br,2024-09-07,17,92,0.6,489,979,18,Starter,CUST-0407
TEL-05330,corelogic.com.br,2025-01-11,45,270,0.367,251,393,9,Business,CUST-0414
TEL-05331,corelogic.com.br,2024-06-15,55,235,0.104,249,467,25,Enterprise,
TEL-05332,innova.com.br,2024-03-23,48,334,0.91,341,1986,3,Enterprise,
TEL-05333,zentra.com.br,2024-05-11,57,400,0.46,101,,0,Business,CUST-0412
TEL-05334,zentra.com.br,2024-12-14,41,296,0.988,330,69,17,enterprise plan,CUST-0412
TEL-05335,rushflow.com.br,2024-08-31,32,162,0.502,166,273,10,Enterprise,
TEL-05336,verticetech.com.br,2024-01-20,32,124,0.91,461,765,7,Business,CUST-0403
TEL-05337,fluxosistemas.com.br,2024-08-17,34,256,0.832,195,1669,27,Starter,CUST-0405
TEL-05338,dataprime.com.br,2024-02-17,19,73,0.158,232,403,27,growth,CUST-0406
TEL-05339,bluepath.com.br,2024-07-06,19,152,0.619,230,850,7,growth,CUST-0419
TEL-05340,acmecorp.com.br,2024-11-02,36,129,0.628,458,603,21,Enterprise,
TEL-05341,betasolutions.com.br,2025-01-18,47,422,0.499,461,366,21,GROWTH,CUST-0401
TEL-05342,acmecorp.com.br,2024-03-02,10,32,0.68,229,1224,-3,Business,CUST-0400
TEL-05343,bluepath.com.br,2024-11-02,19,77,0.552,95,895,18,Enterprise,CUST-0419
TEL-05344,mindbox.com.br,2024-11-16,39,365,0.431,460,813,16,Growth,CUST-0411
TEL-05345,fluxosistemas.com.br,2024-02-03,17,127,0.261,340,121,0,Enterprise,CUST-0405
TEL-05346,bluepath.com.br,2024-09-21,38,150,0.788,67,1223,25,Business,CUST-0419
TEL-05347,skyops.com.br,2024-12-21,67,685,0.199,187,2676,22,Growth,
TEL-05348,tapflow.com.br,2024-05-11,49,305,0.71,222,583,18,Business,CUST-0415
TEL-05349,skyops.com.br,2024-11-23,6,53,0.836,414,491,10,starter,
TEL-05350,verticetech.com.br,2024-02-10,48,248,0.35,319,659,8,Enterprise,CUST-0403
TEL-05351,betasolutions.com.br,2024-04-13,44,301,0.887,570,1158,15,Starter,CUST-0401
TEL-05352,rushflow.com.br,2024-11-23,22,177,0.634,155,592,3,Starter,
TEL-05353,betasolutions.com.br,2024-05-25,46,210,0.57,471,82,2,GROWTH,CUST-0401
TEL-05354,dataprime.com.br,2024-07-20,13,117,0.424,278,643,1,Growth,CUST-0406
TEL-05355,fluxosistemas.com.br,2025-01-04,60,333,0.811,582,885,15,Starter,
TEL-05356,verticetech.com.br,2024-12-21,16,104,0.202,234,168,28,Enterprise,CUST-0403
TEL-05357,gridsoft.com.br,2024-01-13,12,60,0.902,324,,24,Growth,CUST-0417
TEL-05358,gridsoft.com.br,2024-06-29,44,305,0.384,239,175,7,Growth,CUST-0417
TEL-05359,innova.com.br,2024-09-28,37,131,0.822,508,1723,19,Starter,CUST-0416
TEL-05360,zentra.com.br,2024-02-03,17,169,0.108,492,840,23,starter,
TEL-05361,betasolutions.com.br,2024-01-06,52,441,0.308,434,412,8,Business,CUST-0401
TEL-05362,betasolutions.com.br,2024-04-06,3,18,0.42,347,1544,17,Growth,
TEL-05363,connectwave.com.br,2024-10-05,58,230,0.255,271,1341,15,Enterprise,CUST-0407
TEL-05364,fluxosistemas.com.br,2024-09-14,56,523,0.981,375,465,25,Growth,CUST-0405
TEL-05365,tapflow.com.br,2024-02-10,38,280,0.34,85,1285,0,Starter,CUST-0415
TEL-05366,fluxosistemas.com.br,2024-03-02,44,434,0.614,12,814,20,Business,
TEL-05367,fluxosistemas.com.br,2024-02-17,4,36,0.61,298,1784,5,Enterprise,
TEL-05368,zentra.com.br,2024-01-27,20,72,0.79,341,1991,29,Starter,
TEL-05369,acmecorp.com.br,2024-03-16,43,294,0.598,160,142,8,enterprise plan,
TEL-05370,betasolutions.com.br,2024-02-24,16,62,0.912,203,72,27,Business,
TEL-05371,dataprime.com.br,2024-09-14,30,193,0.361,89,1041,10,enterprise plan,CUST-0406
TEL-05372,polaris.com.br,2024-06-22,47,450,0.273,145,,11,Business,CUST-0418
TEL-05373,polaris.com.br,2024-06-15,59,482,0.618,365,638,2,BUSINESS,CUST-0418
TEL-05374,ampliasolucoes.com.br,2024-07-27,37,155,0.59,552,,18,Enterprise,
TEL-05375,orbitdigital.com.br,2024-09-14,12,58,0.713,353,1712,28,Enterprise,CUST-0404
TEL-05376,skyops.com.br,2024-08-17,25,93,0.857,422,,23,Starter,
TEL-05377,skyops.com.br,2024-09-28,48,460,0.895,491,1109,10,enterprise plan,CUST-0408
TEL-05378,gruponexus.com.br,2025-01-11,24,131,0.725,432,1788,0,Business,CUST-0402
TEL-05379,zentra.com.br,2024-07-06,28,127,0.327,523,1161,13,starter,CUST-0412
TEL-05380,innova.com.br,2025-01-25,21,195,0.962,265,832,24,BUSINESS,
TEL-05381,rushflow.com.br,2024-07-27,16,128,0.866,484,832,17,Starter,
TEL-05382,connectwave.com.br,2024-09-21,43,272,0.258,407,857,17,Growth,CUST-0407
TEL-05383,acmecorp.com.br,2024-03-09,70,601,0.123,145,667,28,Growth,CUST-0400
TEL-05384,ampliasolucoes.com.br,2024-08-17,30,100,0.756,3,,24,Enterprise,
TEL-05385,bluepath.com.br,2024-05-18,21,95,0.54,341,111,14,Starter,CUST-0419
TEL-05386,polare.com.br,2024-07-13,48,298,1.257,220,1473,9,Starter,CUST-0409
TEL-05387,rushflow.com.br,2024-11-23,50,338,0.721,169,199,9,growth,
TEL-05388,gruponexus.com.br,2024-01-27,57,176,0.887,217,911,16,Growth,CUST-0402
TEL-05389,innova.com.br,2024-09-21,21,182,0.834,564,159,11,Growth,
TEL-05390,gridsoft.com.br,2024-03-09,44,414,0.793,194,,25,Enterprise,CUST-0417
TEL-05391,betasolutions.com.br,2024-01-13,53,179,0.773,513,1719,17,growth,CUST-0401
TEL-05392,gruponexus.com.br,2025-01-11,39,198,0.802,526,752,28,Enterprise,CUST-0402
TEL-05393,verticetech.com.br,2024-07-06,40,163,0.483,458,,30,Growth,
TEL-05394,corelogic.com.br,2024-12-21,14,61,0.374,510,1082,25,BUSINESS,CUST-0414
TEL-05395,gruponexus.com.br,2024-04-20,57,505,0.124,132,1073,17,Growth,CUST-0402
TEL-05396,bluepath.com.br,2024-02-17,54,403,0.954,487,318,24,Starter,CUST-0419
TEL-05397,gridsoft.com.br,2024-08-03,23,129,0.238,270,,20,Enterprise,CUST-0417
TEL-05398,polaris.com.br,2024-05-11,43,175,1.106,162,565,30,Business,CUST-0418
TEL-05399,corelogic.com.br,2024-08-10,10,85,0.533,169,,1,Growth,
TEL-05400,ampliasolucoes.com.br,2024-02-17,42,185,0.165,362,1112,22,Enterprise,CUST-0413
TEL-05401,dataprime.com.br,2024-04-20,26,173,0.697,297,1580,3,Business,CUST-0406
TEL-05402,orbitdigital.com.br,2025-01-04,12,73,0.918,273,398,20,Enterprise,CUST-0404
TEL-05403,ampliasolucoes.com.br,2024-08-24,24,149,0.983,49,42,18,Business,CUST-0413
TEL-05404,rushflow.com.br,2024-01-20,53,410,0.661,302,,17,Growth,
TEL-05405,rushflow.com.br,2025-01-11,10,85,0.455,219,1094,0,Starter,CUST-0410
TEL-05406,rushflow.com.br,2024-07-13,43,188,0.453,3,,16,Growth,CUST-0410
TEL-05407,tapflow.com.br,2024-08-17,32,212,0.586,5,1984,24,Growth,
TEL-05408,orbitdigital.com.br,2024-03-16,18,164,1.015,392,526,20,Growth,
TEL-05409,zentra.com.br,2024-01-27,46,332,0.656,164,790,20,Starter,CUST-0412
TEL-05410,verticetech.com.br,2024-09-07,6,40,0.551,312,58,9,Growth,CUST-0403
TEL-05411,tapflow.com.br,2024-06-08,41,127,0.622,27,724,17,Growth,
TEL-05412,dataprime.com.br,2024-03-23,14,82,0.412,383,,24,starter,
TEL-05413,rushflow.com.br,2024-02-17,4,30,0.879,327,2226,22,Growth,CUST-0410
TEL-05414,ampliasolucoes.com.br,2024-12-21,35,185,0.22,130,851,20,Growth,CUST-0413
TEL-05415,betasolutions.com.br,2024-08-03,55,358,0.285,579,1850,7,Starter,
TEL-05416,polare.com.br,2024-09-14,45,138,0.338,73,181,10,enterprise plan,CUST-0409
TEL-05417,verticetech.com.br,2024-04-27,22,189,0.197,562,1734,9,Growth,CUST-0403
TEL-05418,mindbox.com.br,2024-11-02,31,272,0.757,235,974,0,Growth,CUST-0411
TEL-05419,dataprime.com.br,2024-01-06,21,177,0.393,293,,29,Enterprise,
TEL-05420,betasolutions.com.br,2024-04-27,13,109,0.895,259,50,4,growth,CUST-0401
TEL-05421,skyops.com.br,2024-03-02,5,28,0.421,352,923,-3,enterprise plan,
TEL-05422,ampliasolucoes.com.br,2024-01-13,13,92,0.855,353,969,12,starter,CUST-0413
TEL-05423,innova.com.br,2024-09-21,2,19,0.727,301,1013,25,Enterprise,
TEL-05424,orbitdigital.com.br,2024-12-28,39,196,0.324,560,1168,16,Enterprise,CUST-0404
TEL-05425,polare.com.br,2025-01-11,49,307,0.989,560,365,30,Starter,CUST-0409
TEL-05426,tapflow.com.br,2025-01-25,25,182,0.464,71,,20,Starter,CUST-0415
TEL-05427,tapflow.com.br,2024-04-06,8,61,0.661,548,1590,18,Business,CUST-0415
TEL-05428,dataprime.com.br,2024-09-14,4,14,0.825,179,1123,0,Starter,CUST-0406
TEL-05429,acmecorp.com.br,2024-02-03,40,389,0.283,321,1597,-1,Business,
TEL-05430,fluxosistemas.com.br,2025-01-18,54,406,0.562,151,1097,10,BUSINESS,CUST-0405
TEL-05431,orbitdigital.com.br,2024-05-18,29,204,0.678,596,1516,25,Enterprise,
TEL-05432,mindbox.com.br,2024-08-17,31,284,0.65,38,751,2,Growth,CUST-0411
TEL-05433,skyops.com.br,2025-01-04,16,71,0.308,343,1246,14,BUSINESS,CUST-0408
TEL-05434,polaris.com.br,2024-05-25,64,303,0.306,139,724,5,Enterprise,
TEL-05435,polare.com.br,2024-06-01,13,117,0.626,161,1633,4,Growth,
TEL-05436,gridsoft.com.br,2024-05-18,26,94,0.518,386,1690,5,Enterprise,CUST-0417
TEL-05437,innova.com.br,2025-01-11,10,38,0.307,139,,21,Starter,CUST-0416
TEL-05438,gruponexus.com.br,2024-09-14,45,225,0.933,179,1376,16,Growth,CUST-0402
TEL-05439,rushflow.com.br,2024-07-20,56,520,0.408,333,825,6,starter,CUST-0410
TEL-05440,tapflow.com.br,2024-04-06,2,13,0.581,370,1294,29,Business,CUST-0415
TEL-05441,ampliasolucoes.com.br,2024-05-04,8,69,1.043,217,1575,0,Enterprise,CUST-0413
TEL-05442,rushflow.com.br,2024-05-18,49,433,0.206,452,1204,16,Business,CUST-0410
TEL-05443,ampliasolucoes.com.br,2024-02-17,45,387,0.937,389,1150,28,Enterprise,
TEL-05444,skyops.com.br,2024-11-09,55,497,0.378,28,87,3,Business,
TEL-05445,verticetech.com.br,2024-04-20,53,184,0.171,11,404,23,Growth,CUST-0403
TEL-05446,innova.com.br,2024-08-03,57,242,0.519,203,257,11,growth,CUST-0416
TEL-05447,innova.com.br,2024-12-07,26,236,0.754,578,,26,Starter,
TEL-05448,tapflow.com.br,2024-01-06,56,461,0.677,106,1950,29,Starter,
TEL-05449,gridsoft.com.br,2024-03-16,37,322,0.275,286,368,14,BUSINESS,CUST-0417
TEL-05450,dataprime.com.br,2024-11-02,42,322,0.146,483,1235,9,Enterprise,CUST-0406
TEL-05451,tapflow.com.br,2024-01-13,54,321,0.474,410,543,22,Business,
TEL-05452,corelogic.com.br,2024-04-27,44,349,0.102,135,907,8,Starter,
TEL-05453,fluxosistemas.com.br,2024-02-03,53,436,0.824,67,1531,25,Growth Plan,
TEL-05454,bluepath.com.br,2024-04-27,33,112,0.783,497,1030,9,Starter,CUST-0419
TEL-05455,ampliasolucoes.com.br,2024-11-16,21,201,0.518,186,536,20,Growth,CUST-0413
TEL-05456,skyops.com.br,2024-08-17,2,16,0.788,191,476,6,Enterprise,
TEL-05457,verticetech.com.br,2024-10-05,24,139,0.874,561,1451,30,Enterprise,
TEL-05458,mindbox.com.br,2024-12-28,52,517,1.208,332,1573,14,Business,
TEL-05459,bluepath.com.br,2024-05-25,49,330,0.519,81,675,15,Starter,
TEL-05460,skyops.com.br,2025-01-25,25,140,0.641,469,,5,Growth,CUST-0408
TEL-05461,betasolutions.com.br,2024-02-03,11,36,0.258,393,1022,13,Business,CUST-0401
TEL-05462,gruponexus.com.br,2024-06-29,29,197,0.9,294,422,9,growth,
TEL-05463,connectwave.com.br,2024-05-25,12,87,0.393,92,401,6,Business,CUST-0407
TEL-05464,innova.com.br,2024-06-22,12,108,0.353,415,1754,21,Enterprise,CUST-0416
TEL-05465,gruponexus.com.br,2024-02-24,60,340,0.861,452,1528,24,Business,
TEL-05466,mindbox.com.br,2024-07-06,57,527,0.358,313,943,28,Business,
TEL-05467,fluxosistemas.com.br,2024-08-10,4,18,0.757,265,1757,26,Business,CUST-0405
TEL-05468,acmecorp.com.br,2024-09-21,37,252,0.793,573,1375,0,Business,
TEL-05469,gruponexus.com.br,2024-06-08,12,45,0.804,306,1715,19,Business,
TEL-05470,connectwave.com.br,2024-08-17,28,245,0.217,159,1770,0,Starter,
TEL-05471,dataprime.com.br,2024-11-23,52,379,0.838,224,97,3,Growth,CUST-0406
TEL-05472,betasolutions.com.br,2024-11-30,59,281,0.243,369,217,20,GROWTH,
TEL-05473,acmecorp.com.br,2024-11-02,36,137,0.707,40,2703,4,Starter,CUST-0400
TEL-05474,verticetech.com.br,2024-06-15,6,31,0.958,70,,23,Enterprise,
TEL-05475,acmecorp.com.br,2024-11-30,7,38,0.998,290,536,9,Growth,
TEL-05476,gridsoft.com.br,2024-10-26,31,240,0.742,123,1396,0,Business,CUST-0417
TEL-05477,corelogic.com.br,2024-12-14,33,274,0.879,111,653,2,enterprise plan,
TEL-05478,rushflow.com.br,2024-01-06,1,8,0.383,377,1959,29,Growth Plan,
TEL-05479,verticetech.com.br,2024-05-04,33,182,1.178,95,426,15,Growth,CUST-0403
TEL-05480,innova.com.br,2024-09-28,14,125,0.63,475,246,18,Enterprise,CUST-0416
TEL-05481,corelogic.com.br,2024-09-07,15,143,0.967,333,1049,0,BUSINESS,
TEL-05482,polaris.com.br,2024-09-07,23,152,0.472,136,705,19,Business,CUST-0418
TEL-05483,innova.com.br,2024-05-25,23,97,0.879,464,1529,20,Growth,CUST-0416
TEL-05484,betasolutions.com.br,2024-01-20,47,170,1.276,336,392,4,Starter,
TEL-05485,verticetech.com.br,2024-04-27,20,60,0.261,152,1792,15,starter,CUST-0403
TEL-05486,tapflow.com.br,2024-09-28,13,41,0.975,576,1502,9,Business,CUST-0415
TEL-05487,zentra.com.br,2024-02-24,19,65,0.129,467,854,19,Enterprise,CUST-0412
TEL-05488,skyops.com.br,2024-11-23,53,392,0.992,311,1841,26,Growth,CUST-0408
TEL-05489,verticetech.com.br,2024-02-17,50,305,0.436,193,1380,24,Enterprise,CUST-0403
TEL-05490,zentra.com.br,2024-11-16,8,78,1.044,51,1643,2,Enterprise,CUST-0412
TEL-05491,gridsoft.com.br,2024-06-08,7,22,0.532,246,576,3,Starter,
TEL-05492,polare.com.br,2024-12-14,43,311,0.89,486,536,18,Enterprise,
TEL-05493,dataprime.com.br,2024-08-03,7,55,0.248,359,1583,25,Enterprise,CUST-0406
TEL-05494,betasolutions.com.br,2024-11-23,36,121,0.949,538,2928,3,Starter,
TEL-05495,skyops.com.br,2024-11-30,51,347,0.194,155,,15,Starter,
TEL-05496,connectwave.com.br,2024-11-30,59,307,0.223,349,25,19,Growth,CUST-0407
